,movie_id,title,last_update,release_year,rating,duration,description,ott_id
3123,3124,End Game,20180504,2018,PG,40,"Facing an inevitable outcome, terminally ill patients meet extraordinary medical practitioners seeking to change our approach to life and death.",4
3124,3125,Forgive Us Our Debts,20180504,2018,R,105,"Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs.",4
3125,3126,Lo más sencillo es complicarlo todo,20180504,2018,PG-13,94,"When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage.",4
3126,3127,Manhunt,20180504,2017,R,109,A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.,4
3127,3128,Thi Mai,20180504,2017,R,99,"Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",4
3128,3129,Si saben cómo me pongo ¿pá qué me invitan?,20180503,2018,R,89,"When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue.",4
3129,3130,Jailbreak,20180502,2017,R,92,Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,4
3130,3131,Ajji,20180501,2017,R,105,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",4
3131,3132,CIA: Comrade in America,20180501,2017,PG-13,130,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there.",4
3132,3133,Coffee for All,20180501,2017,PG,69,"In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives.",4
3133,3134,Darc,20180501,2018,R,98,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",4
3134,3135,Despido Procedente,20180501,2017,R,90,"A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error.",4
3135,3136,John Mulaney: Kid Gorgeous at Radio City,20180501,2018,R,65,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",4
3136,3137,My Perfect Romance,20180501,2018,PG,92,"Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs.",4
3137,3138,Pocoyo & Cars,20180501,2015,G,19,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most.",4
3138,3139,Pocoyo & The Space Circus,20180501,2008,G,25,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show.",4
3139,3140,Pocoyo Carnival,20180501,2015,G,22,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyo's friends surprise him with something delicious.",4
3140,3141,Pocoyo Halloween: Space Halloween,20180501,2015,G,40,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.,4
3141,3142,Pocoyo Halloween: Spooky Movies,20180501,2014,G,22,"Pocoyo finds a special toy and plays new games with his friends, then they’re spooked by a scary box and try to find out who’s inside.",4
3142,3143,Pocoyo Special Sports,20180501,2016,G,24,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!",4
3143,3144,Sometimes,20180501,2016,PG-13,101,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive.",4
3144,3145,The Clapper,20180501,2017,R,90,"A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",4
3145,3146,Toc Toc,20180501,2017,R,96,"A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.",4
3146,3147,Running Shaadi,20180430,2017,PG-13,115,"A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",4
3147,3148,The Price of Success,20180430,2017,R,92,"Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",4
3148,3149,Candy Jar,20180427,2018,PG-13,93,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,4
3149,3150,Holy Goalie,20180427,2017,R,95,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,4
3150,3151,The Rachel Divide,20180427,2018,R,105,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",4
3151,3152,The Week Of,20180427,2018,PG-13,117,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,4
3152,3153,Enissa Amani: Ehrenwort,20180426,2018,R,66,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",4
3153,3154,Bill Nye: Science Guy,20180425,2017,PG,97,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.",4
3154,3155,Fishtronaut: The Movie,20180425,2018,G,78,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",4
3155,3156,Psychokinesis,20180425,2018,R,102,"Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",4
3156,3157,Kevin James: Never Don't Give Up,20180424,2018,PG,62,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",4
3157,3158,Dude,20180420,2018,R,97,Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.,4
3158,3159,Kodachrome,20180420,2018,R,105,"A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film.",4
3159,3160,Mercury 13,20180420,2018,PG,79,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",4
3160,3161,All The Reasons To Forget,20180419,2017,R,90,A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.,4
3161,3162,Beyond Skyline,20180415,2017,R,107,"In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives.",4
3162,3163,Come Sunday,20180413,2018,PG-13,105,A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.,4
3163,3164,I Am not an Easy Man,20180413,2018,R,99,A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.,4
3164,3165,Pickpockets,20180412,2017,R,108,Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.,4
3165,3166,Greg Davies: You Magnificent Beast,20180410,2018,R,66,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special.",4
3166,3167,6 Balloons,20180406,2018,R,75,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,4
3167,3168,Amateur,20180406,2018,R,96,"After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.",4
3168,3169,Orbiter 9,20180406,2017,PG-13,95,A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.,4
3169,3170,"Ram Dass, Going Home",20180406,2018,PG-13,32,"From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close.",4
3170,3171,Seth Rogen's Hilarity for Charity,20180406,2018,R,70,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth.",4
3171,3172,Sun Dogs,20180406,2017,R,94,"Rejected by the Marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway.",4
3172,3173,Todo lo que sería Lucas Lauriente,20180406,2018,R,78,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",4
3173,3174,Day of the Dead: Bloodline,20180405,2018,R,91,"A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic.",4
3174,3175,Fary Is the New Black,20180403,2018,R,75,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special.",4
3175,3176,Ittefaq,20180403,2017,R,105,"A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",4
3176,3177,A Sort of Family,20180401,2017,PG-13,96,An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.,4
